uttid,wav_path,transcription,length_seconds
BAC009S0138W0174,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0138W0174.wav,"{'uttid': 'BAC009S0138W0174', 'text': '融三六零的检测还发现', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0138W0174.wav', 'rtf': '0.0071'}",3.157
BAC009S0515W0269,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0515W0269.wav,"{'uttid': 'BAC009S0515W0269', 'text': '苹果和三星的设备了', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0515W0269.wav', 'rtf': '0.0071'}",2.549
BAC009S0244W0441,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0244W0441.wav,"{'uttid': 'BAC009S0244W0441', 'text': '目前系统正在调试中', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0244W0441.wav', 'rtf': '0.0071'}",2.717
BAC009S0112W0218,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0112W0218.wav,"{'uttid': 'BAC009S0112W0218', 'text': '降低氮氧化物的措施', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0112W0218.wav', 'rtf': '0.0071'}",3.118
BAC009S0356W0406,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0356W0406.wav,"{'uttid': 'BAC009S0356W0406', 'text': '重启后的马尔文科', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0356W0406.wav', 'rtf': '0.0071'}",2.827
BAC009S0146W0291,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0146W0291.wav,"{'uttid': 'BAC009S0146W0291', 'text': '以让客户操作更便捷', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0146W0291.wav', 'rtf': '0.0071'}",3.342
BAC009S0176W0157,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0176W0157.wav,"{'uttid': 'BAC009S0176W0157', 'text': '对于合作模式的核心', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0176W0157.wav', 'rtf': '0.0071'}",2.827
BAC009S0345W0461,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0345W0461.wav,"{'uttid': 'BAC009S0345W0461', 'text': '被路边监控系统拍摄到', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0345W0461.wav', 'rtf': '0.0071'}",3.433
BAC009S0152W0198,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0152W0198.wav,"{'uttid': 'BAC009S0152W0198', 'text': '国内没有定量检测方法', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0152W0198.wav', 'rtf': '0.0071'}",2.882
BAC009S0232W0162,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0232W0162.wav,"{'uttid': 'BAC009S0232W0162', 'text': '中原地产最新数据显示', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0232W0162.wav', 'rtf': '0.0071'}",2.832
BAC009S0657W0160,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0657W0160.wav,"{'uttid': 'BAC009S0657W0160', 'text': '同策咨询的数据显示', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0657W0160.wav', 'rtf': '0.0071'}",3.0
BAC009S0657W0178,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0657W0178.wav,"{'uttid': 'BAC009S0657W0178', 'text': '根据链家提供的数据', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0657W0178.wav', 'rtf': '0.0071'}",2.883
BAC009S0174W0268,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0174W0268.wav,"{'uttid': 'BAC009S0174W0268', 'text': '亲和光能太阳能系统', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0174W0268.wav', 'rtf': '0.0071'}",3.211
BAC009S0209W0147,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0209W0147.wav,"{'uttid': 'BAC009S0209W0147', 'text': '国家统计局数据显示', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0209W0147.wav', 'rtf': '0.0071'}",2.952
BAC009S0251W0296,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0251W0296.wav,"{'uttid': 'BAC009S0251W0296', 'text': '包括一些适应温度', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0251W0296.wav', 'rtf': '0.0071'}",3.032
BAC009S0055W0325,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0055W0325.wav,"{'uttid': 'BAC009S0055W0325', 'text': '维护消费者的合法权益', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0055W0325.wav', 'rtf': '0.0071'}",2.908
BAC009S0359W0306,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0359W0306.wav,"{'uttid': 'BAC009S0359W0306', 'text': '平台的大数据 GUI平台', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0359W0306.wav', 'rtf': '0.0071'}",2.923
BAC009S0154W0188,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0154W0188.wav,"{'uttid': 'BAC009S0154W0188', 'text': '积极促进经济结构调整', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0154W0188.wav', 'rtf': '0.0071'}",3.183
BAC009S0100W0210,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0100W0210.wav,"{'uttid': 'BAC009S0100W0210', 'text': '要责令其立即停止生产', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0100W0210.wav', 'rtf': '0.0071'}",3.599
BAC009S0111W0239,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0111W0239.wav,"{'uttid': 'BAC009S0111W0239', 'text': '对通过机动车总量控制', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0111W0239.wav', 'rtf': '0.0071'}",2.956
BAC009S0117W0147,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0117W0147.wav,"{'uttid': 'BAC009S0117W0147', 'text': '亚豪机构统计数据显示', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0117W0147.wav', 'rtf': '0.0071'}",3.284
BAC009S0105W0229,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0105W0229.wav,"{'uttid': 'BAC009S0105W0229', 'text': '不存在单一实际控制人', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0105W0229.wav', 'rtf': '0.0071'}",4.018
BAC009S0350W0248,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0350W0248.wav,"{'uttid': 'BAC009S0350W0248', 'text': '并形成常规监测功能后', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0350W0248.wav', 'rtf': '0.0071'}",4.241
BAC009S0019W0258,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0019W0258.wav,"{'uttid': 'BAC009S0019W0258', 'text': '并为城市提供能源数据', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0019W0258.wav', 'rtf': '0.0071'}",3.454
BAC009S0149W0285,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0149W0285.wav,"{'uttid': 'BAC009S0149W0285', 'text': '带上这款可穿戴设备', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0149W0285.wav', 'rtf': '0.0071'}",3.111
BAC009S0421W0210,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0421W0210.wav,"{'uttid': 'BAC009S0421W0210', 'text': '今年的检查结果表明', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0421W0210.wav', 'rtf': '0.0071'}",3.397
BAC009S0340W0235,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0340W0235.wav,"{'uttid': 'BAC009S0340W0235', 'text': '第二天一方面是有压力', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0340W0235.wav', 'rtf': '0.0071'}",2.697
BAC009S0343W0180,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0343W0180.wav,"{'uttid': 'BAC009S0343W0180', 'text': '率先启动一家店面', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0343W0180.wav', 'rtf': '0.0071'}",3.476
BAC009S0131W0253,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0131W0253.wav,"{'uttid': 'BAC009S0131W0253', 'text': '而在智能电子设备行业', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0131W0253.wav', 'rtf': '0.0071'}",3.136
BAC009S0026W0176,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0026W0176.wav,"{'uttid': 'BAC009S0026W0176', 'text': '据中原地产数据显示', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0026W0176.wav', 'rtf': '0.0071'}",2.767
BAC009S0353W0183,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0353W0183.wav,"{'uttid': 'BAC009S0353W0183', 'text': '沪深两市近期大幅调整', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0353W0183.wav', 'rtf': '0.0071'}",2.748
BAC009S0181W0189,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0181W0189.wav,"{'uttid': 'BAC009S0181W0189', 'text': '影响计算机系统正常运行', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0181W0189.wav', 'rtf': '0.0071'}",3.687
BAC009S0131W0312,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0131W0312.wav,"{'uttid': 'BAC009S0131W0312', 'text': '对平台数据进行加密', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0131W0312.wav', 'rtf': '0.0071'}",2.996
BAC009S0151W0448,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0151W0448.wav,"{'uttid': 'BAC009S0151W0448', 'text': '对全市进行 LA网式检查', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0151W0448.wav', 'rtf': '0.0071'}",3.333
BAC009S0058W0150,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0058W0150.wav,"{'uttid': 'BAC009S0058W0150', 'text': '去库存压力仍然较大', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0058W0150.wav', 'rtf': '0.0071'}",2.768
BAC009S0358W0333,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0358W0333.wav,"{'uttid': 'BAC009S0358W0333', 'text': '全复盖的数据更有价值', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0358W0333.wav', 'rtf': '0.0071'}",3.11
BAC009S0705W0405,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0705W0405.wav,"{'uttid': 'BAC009S0705W0405', 'text': '确认影片将停止拍摄', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0705W0405.wav', 'rtf': '0.0071'}",3.272
BAC009S0347W0455,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0347W0455.wav,"{'uttid': 'BAC009S0347W0455', 'text': '但因为电梯没有停止', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0347W0455.wav', 'rtf': '0.0071'}",2.75
BAC009S0105W0252,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0105W0252.wav,"{'uttid': 'BAC009S0105W0252', 'text': '降低大宗交易门槛', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0105W0252.wav', 'rtf': '0.0071'}",2.987
BAC009S0252W0281,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0252W0281.wav,"{'uttid': 'BAC009S0252W0281', 'text': '只负责收集和传输数据', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0252W0281.wav', 'rtf': '0.0071'}",3.477
BAC009S0239W0160,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0239W0160.wav,"{'uttid': 'BAC009S0239W0160', 'text': '有机构统计数据显示', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0239W0160.wav', 'rtf': '0.0071'}",2.916
BAC009S0027W0170,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0027W0170.wav,"{'uttid': 'BAC009S0027W0170', 'text': '由企业策略调整的转型', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0027W0170.wav', 'rtf': '0.0071'}",3.477
BAC009S0047W0127,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0047W0127.wav,"{'uttid': 'BAC009S0047W0127', 'text': '不少房企迫于资金压力', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0047W0127.wav', 'rtf': '0.0071'}",3.586
BAC009S0052W0241,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0052W0241.wav,"{'uttid': 'BAC009S0052W0241', 'text': '虽然有利于控制风险', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0052W0241.wav', 'rtf': '0.0071'}",3.241
BAC009S0343W0393,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0343W0393.wav,"{'uttid': 'BAC009S0343W0393', 'text': '维护宪法和法律的权威', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0343W0393.wav', 'rtf': '0.0071'}",3.703
BAC009S0135W0126,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0135W0126.wav,"{'uttid': 'BAC009S0135W0126', 'text': '据中原地产数据显示', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0135W0126.wav', 'rtf': '0.0071'}",2.845
BAC009S0050W0126,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0050W0126.wav,"{'uttid': 'BAC009S0050W0126', 'text': '据中国指数研究院监测', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0050W0126.wav', 'rtf': '0.0071'}",3.386
BAC009S0165W0203,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0165W0203.wav,"{'uttid': 'BAC009S0165W0203', 'text': '小型电站运行基本稳定', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0165W0203.wav', 'rtf': '0.0071'}",3.224
BAC009S0094W0122,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0094W0122.wav,"{'uttid': 'BAC009S0094W0122', 'text': '统计局发布的数据显示', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0094W0122.wav', 'rtf': '0.0071'}",3.02
BAC009S0337W0139,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0337W0139.wav,"{'uttid': 'BAC009S0337W0139', 'text': '万科刚启动精装修战略', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0337W0139.wav', 'rtf': '0.0071'}",4.34
BAC009S0098W0216,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0098W0216.wav,"{'uttid': 'BAC009S0098W0216', 'text': '对监管系统违法违纪者', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0098W0216.wav', 'rtf': '0.0071'}",3.766
BAC009S0709W0303,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0709W0303.wav,"{'uttid': 'BAC009S0709W0303', 'text': '同样在鼠标生产线上', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0709W0303.wav', 'rtf': '0.0071'}",3.119
BAC009S0004W0351,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0004W0351.wav,"{'uttid': 'BAC009S0004W0351', 'text': '二零零八年统计数据显示', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0004W0351.wav', 'rtf': '0.0071'}",2.745
BAC009S0120W0322,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0120W0322.wav,"{'uttid': 'BAC009S0120W0322', 'text': '企业多以 DIET加工为主', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0120W0322.wav', 'rtf': '0.0071'}",3.406
BAC009S0659W0279,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0659W0279.wav,"{'uttid': 'BAC009S0659W0279', 'text': '这次特斯拉被远程控制', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0659W0279.wav', 'rtf': '0.0071'}",2.902
BAC009S0128W0335,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0128W0335.wav,"{'uttid': 'BAC009S0128W0335', 'text': '假使用者启用点球模式', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0128W0335.wav', 'rtf': '0.0071'}",3.372
BAC009S0217W0211,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0217W0211.wav,"{'uttid': 'BAC009S0217W0211', 'text': '保证治污设施正常运行', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0217W0211.wav', 'rtf': '0.0071'}",3.555
BAC009S0521W0301,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0521W0301.wav,"{'uttid': 'BAC009S0521W0301', 'text': '最新的 TABOO数据显示', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0521W0301.wav', 'rtf': '0.0071'}",3.44
BAC009S0336W0427,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0336W0427.wav,"{'uttid': 'BAC009S0336W0427', 'text': '卧床安胎直到生产', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0336W0427.wav', 'rtf': '0.0071'}",3.175
BAC009S0171W0201,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0171W0201.wav,"{'uttid': 'BAC009S0171W0201', 'text': '一些地方边干边调整', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0171W0201.wav', 'rtf': '0.0071'}",3.282
BAC009S0722W0214,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0722W0214.wav,"{'uttid': 'BAC009S0722W0214', 'text': 'EYES病正确的检测时间', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0722W0214.wav', 'rtf': '0.0071'}",3.281
BAC009S0350W0475,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0350W0475.wav,"{'uttid': 'BAC009S0350W0475', 'text': '经十年监测研究发现', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0350W0475.wav', 'rtf': '0.0071'}",3.196
BAC009S0177W0179,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0177W0179.wav,"{'uttid': 'BAC009S0177W0179', 'text': '工业生产增速亦回落', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0177W0179.wav', 'rtf': '0.0071'}",3.762
BAC009S0109W0219,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0109W0219.wav,"{'uttid': 'BAC009S0109W0219', 'text': '以降低决策的随意性', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0109W0219.wav', 'rtf': '0.0071'}",2.82
BAC009S0019W0276,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0019W0276.wav,"{'uttid': 'BAC009S0019W0276', 'text': '首先就是数据的安全隐私', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0019W0276.wav', 'rtf': '0.0071'}",3.973
BAC009S0130W0122,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0130W0122.wav,"{'uttid': 'BAC009S0130W0122', 'text': '从数据可以明显看出', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0130W0122.wav', 'rtf': '0.0071'}",2.896
BAC009S0349W0181,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0349W0181.wav,"{'uttid': 'BAC009S0349W0181', 'text': '没有官方数据公布', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0349W0181.wav', 'rtf': '0.0071'}",2.608
BAC009S0217W0172,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0217W0172.wav,"{'uttid': 'BAC009S0217W0172', 'text': '着力提升资本运作水平', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0217W0172.wav', 'rtf': '0.0071'}",3.709
BAC009S0232W0140,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0232W0140.wav,"{'uttid': 'BAC009S0232W0140', 'text': '从九月首周数据来看', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0232W0140.wav', 'rtf': '0.0071'}",2.867
BAC009S0181W0442,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0181W0442.wav,"{'uttid': 'BAC009S0181W0442', 'text': '黑龙江籍等人控制', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0181W0442.wav', 'rtf': '0.0071'}",3.161
BAC009S0350W0223,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0350W0223.wav,"{'uttid': 'BAC009S0350W0223', 'text': '并向社会发布监测结果', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0350W0223.wav', 'rtf': '0.0071'}",3.868
BAC009S0131W0191,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0131W0191.wav,"{'uttid': 'BAC009S0131W0191', 'text': '夯实合规运作基础', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0131W0191.wav', 'rtf': '0.0071'}",3.153
BAC009S0354W0187,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0354W0187.wav,"{'uttid': 'BAC009S0354W0187', 'text': '国家清洁生产审核师', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0354W0187.wav', 'rtf': '0.0071'}",3.845
BAC009S0031W0481,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0031W0481.wav,"{'uttid': 'BAC009S0031W0481', 'text': '因此设置成了丢失模式', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0031W0481.wav', 'rtf': '0.0071'}",3.329
BAC009S0342W0225,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0342W0225.wav,"{'uttid': 'BAC009S0342W0225', 'text': '仅记者手中掌握的数据', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0342W0225.wav', 'rtf': '0.0071'}",3.14
BAC009S0349W0274,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0349W0274.wav,"{'uttid': 'BAC009S0349W0274', 'text': '夏普还调整组织架构', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0349W0274.wav', 'rtf': '0.0071'}",3.034
BAC009S0100W0142,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0100W0142.wav,"{'uttid': 'BAC009S0100W0142', 'text': '为缓解房价上涨压力', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0100W0142.wav', 'rtf': '0.0071'}",3.127
BAC009S0105W0224,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0105W0224.wav,"{'uttid': 'BAC009S0105W0224', 'text': '严格实际控制人的披露', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0105W0224.wav', 'rtf': '0.0071'}",3.592
BAC009S0198W0303,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0198W0303.wav,"{'uttid': 'BAC009S0198W0303', 'text': '运行速度关乎客户体验', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0198W0303.wav', 'rtf': '0.0071'}",3.234
BAC009S0072W0135,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0072W0135.wav,"{'uttid': 'BAC009S0072W0135', 'text': '据同花顺数据统计显示', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0072W0135.wav', 'rtf': '0.0071'}",3.396
BAC009S0218W0180,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0218W0180.wav,"{'uttid': 'BAC009S0218W0180', 'text': '润东汽车财务数据显示', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0218W0180.wav', 'rtf': '0.0071'}",3.214
BAC009S0029W0217,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0029W0217.wav,"{'uttid': 'BAC009S0029W0217', 'text': '央行发布的数据显示', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0029W0217.wav', 'rtf': '0.0071'}",2.864
BAC009S0176W0171,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0176W0171.wav,"{'uttid': 'BAC009S0176W0171', 'text': '一是成本控制的方式', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0176W0171.wav', 'rtf': '0.0071'}",2.731
BAC009S0177W0191,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0177W0191.wav,"{'uttid': 'BAC009S0177W0191', 'text': '调整为即征即退政策', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0177W0191.wav', 'rtf': '0.0071'}",3.644
BAC009S0509W0248,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0509W0248.wav,"{'uttid': 'BAC009S0509W0248', 'text': '以降低房屋的使用成本', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0509W0248.wav', 'rtf': '0.0071'}",3.687
BAC009S0709W0211,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0709W0211.wav,"{'uttid': 'BAC009S0709W0211', 'text': '协议控制模式可以 SHOWING', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0709W0211.wav', 'rtf': '0.0071'}",3.307
BAC009S0657W0246,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0657W0246.wav,"{'uttid': 'BAC009S0657W0246', 'text': '如何控制中小企业成本', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0657W0246.wav', 'rtf': '0.0071'}",3.442
BAC009S0101W0155,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0101W0155.wav,"{'uttid': 'BAC009S0101W0155', 'text': '楼市销售数据并不乐观', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0101W0155.wav', 'rtf': '0.0071'}",3.61
BAC009S0085W0448,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0085W0448.wav,"{'uttid': 'BAC009S0085W0448', 'text': '人社部发布数据显示', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0085W0448.wav', 'rtf': '0.0071'}",3.522
BAC009S0357W0336,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0357W0336.wav,"{'uttid': 'BAC009S0357W0336', 'text': '其数据都会留下痕迹', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0357W0336.wav', 'rtf': '0.0071'}",3.5
BAC009S0043W0333,audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0043W0333.wav,"{'uttid': 'BAC009S0043W0333', 'text': '此类模式又开始有限', 'wav': 'audio/output_wavs_noisy_industrial-ambience_SNR20/BAC009S0043W0333.wav', 'rtf': '0.0071'}",2.705
